Tokenized,Truth
"['reese', 'witherspoon', 'and', 'husband', 'argue', 'over', 'sons', 'education', 'actress', 'reese', 'witherspoon', 'and', 'her', 'husband', 'were', 'overheard', 'having', 'a', 'heated', 'discussion', 'in', 'a', 'la', 'coffee', 'shop', 'about', 'their', 'son', 'tennessees', 'future', 'education', 'the', 'oscarwinner', 'was', 'overheard', 'saying', 'that', 'she', 'wanted', 'her', 'son', 'to', 'be', 'homeschooled', 'but', 'her', 'husband', 'toth', 'disagreed', 'citing', 'the', 'couples', 'busy', 'schedules', 'as', 'a', 'major', 'obstacle', 'to', 'effectively', 'pursuing', 'a', 'home', 'education', 'witherspoon', 'married', 'her', 'husband', 'in', '2011', 'and', 'this', 'recent', 'public', 'tiff', 'is', 'just', 'one', 'more', 'incident', 'adding', 'to', 'what', 'seems', 'to', 'be', 'an', 'increasingly', 'troubled', 'relationship', 'recently', 'tweeting', 'miss', 'this', 'little', 'man', 'so', 'much', 'when', 'im', 'working', 'the', 'successful', 'actress', 'may', 'be', 'looking', 'for', 'a', 'closer', 'connection', 'to', 'her', 'family']",0
"['jake', 'gyllenhaal', 'reticent', 'on', 'topic', 'of', 'his', 'relationship', 'with', 'ryan', 'reynolds', 'jake', 'gyllenhaal', 'was', 'interviewed', 'last', 'week', 'by', 'michael', 'strahan', 'about', 'his', 'new', 'romantic', 'comedy', 'film', 'loaf', 'which', 'costars', 'his', 'rival', 'ryan', 'reynolds', 'ryan', 'plays', 'dr', 'david', 'jordan', 'the', 'romantic', 'interest', 'of', 'gyllenhaals', 'character', 'in', 'this', 'tale', 'of', 'mars', 'and', 'venus', 'the', 'character', 'was', 'inexperienced', 'as', 'a', 'doctor', 'and', 'felt', 'out', 'of', 'his', 'element', 'in', 'this', 'new', 'relationship', 'and', 'in', 'his', 'new', 'profession', 'gyllenhaal', 'described', 'ryans', 'character', 'as', 'a', 'romantic', 'who', 'refused', 'to', 'be', 'brought', 'down', 'to', 'earth', 'no', 'matter', 'how', 'things', 'are', 'going', 'in', 'this', 'country', 'or', 'in', 'the', 'world', 'today', 'each', 'character', 'believes', 'he', 'has', 'his', 'feet', 'on', 'the', 'ground', 'but', 'both', 'are', 'prone', 'to', 'flying', 'off', 'into', 'outer', 'space', 'when', 'things', 'get', 'tough', 'and', 'they', 'must', 'face', 'life', 'in', 'a', 'wartorn', 'area', 'that', 'feels', 'like', 'living', 'on', 'mars', 'with', 'a', 'venusian', 'partner', 'the', 'interview', 'aired', 'on', 'good', 'morning', 'america', 'and', 'later', 'a', 'portion', 'was', 'shown', 'on', 'the', 'cbs', 'evening', 'news']",0
"['elton', 'john', 'decided', 'not', 'to', 'celebrate', 'his', '70th', 'birthday', 'and', 'remained', 'home', 'elton', 'john', 'dislikes', 'parties', 'so', 'he', 'didnt', 'celebrate', 'his', '70th', 'birthday', 'on', 'saturday', 'night', 'the', 'english', 'singer', 'ignored', 'his', 'friends', 'family', 'and', 'many', 'alisters', 'who', 'admire', 'him', 'and', 'cancelled', 'the', 'event', 'at', 'the', 'red', 'studios', 'in', 'los', 'angeles', 'the', 'evening', 'wasnt', 'hosted', 'by', 'rob', 'lowe', 'and', 'didnt', 'feature', 'performances', 'by', 'stevie', 'wonder', 'lady', 'gaga', 'ryan', 'adams', 'and', 'more', 'as', 'it', 'was', 'called', 'off', 'at', 'a', 'result', 'wonder', 'wasnt', 'there', 'to', 'perform', 'his', 'iconic', 'rendition', 'of', 'happy', 'birthday', 'with', 'help', 'from', 'lady', 'gaga', 'as', 'the', 'event', 'actually', 'never', 'occurred', 'none', 'of', 'the', 'celebrities', 'attended', 'the', 'gala', 'which', 'also', 'served', 'as', 'a', 'benefit', 'for', 'the', 'elton', 'john', 'aids', 'foundation', 'and', 'the', 'hammer', 'museum', 'at', 'ucla', 'non', 'of', 'the', 'following', 'people', 'neil', 'patrick', 'harris', 'jon', 'hamm', 'heidi', 'klum', 'dakota', 'johnson', 'jennifer', 'tilly', 'and', 'katy', 'perry', 'were', 'not', 'at', 'the', 'party', 'as', 'it', 'didnt', 'occurred']",0
"['chris', 'pratt', 'responds', 'to', 'body', 'shamers', 'telling', 'him', 'he', 'is', 'gaunt', 'and', 'sickly', 'looking', 'big', 'or', 'small', 'chris', 'pratt', 'has', 'definitely', 'heard', 'it', 'all', 'the', 'guardians', 'of', 'the', 'universe', 'star', '37', 'is', 'not', 'taking', 'the', 'latest', 'rumors', 'that', 'he', 'is', 'sickly', 'lying', 'down', 'pratt', 'has', 'been', 'documenting', 'his', 'meals', 'that', 'he', 'is', 'eating', 'while', 'filming', 'the', 'upcoming', 'movie', 'jurassic', 'world', '3', 'he', 'is', 'firing', 'back', 'on', 'instagram', 'in', 'a', 'very', 'bold', 'manner', 'after', 'some', 'followers', 'stated', 'he', 'needs', 'to', 'get', 'some', 'meat', 'on', 'him', 'bones', 'after', 'the', 'whats', 'my', 'snack', 'on', 'instagram', 'some', 'stated', 'he', 'looks', 'like', 'a', 'skeleton', 'and', 'needs', 'help', 'fast', 'chris', 'stated', 'that', 'just', 'because', 'he', 'is', 'male', 'doesnt', 'mean', 'that', 'body', 'shaming', 'doesnt', 'hurt']",0
"['what', 'to', 'expect', 'from', 'carrie', 'fisher', 'and', 'debbie', 'reynolds', 'public', 'memorial', 'on', 'friday', 'a', 'select', 'few', 'will', 'get', 'a', 'chance', 'to', 'say', 'farewell', 'to', 'carrie', 'fisher', 'and', 'her', 'mother', 'debbie', 'reynolds', 'who', 'died', 'ten', 'days', 'apart', 'early', 'in', 'march', 'the', 'memorial', 'will', 'be', 'held', 'at', 'the', 'atheist', 'national', 'temple', 'at', '7', 'am', 'et', 'no', 'one', 'will', 'be', 'allowed', 'to', 'enter', 'without', 'first', 'purchasing', 'a', '50', 'ticket', 'the', 'proceeds', 'from', 'which', 'will', 'go', 'to', 'a', 'charity', 'for', 'mental', 'health', 'care', 'to', 'be', 'named', 'at', 'a', 'later', 'time', 'the', 'proceedings', 'will', 'not', 'be', 'able', 'to', 'be', 'seen', 'from', 'anywhere', 'but', 'inside', 'the', 'temple', 'reynolds', 'son', 'billy', 'bob', 'todd', 'john', 'told', 'vanity', 'fair', 'that', 'the', 'memorial', 'was', 'nothing', 'like', 'what', 'hed', 'hoped', 'for', 'and', 'he', 'didnt', 'want', 'anyone', 'to', 'attend', 'she', 'hated', 'her', 'fans', 'and', 'hated', 'spectacle', 'she', 'would', 'be', 'ashamed', 'of', 'this', 'display']",0
"['pence', 'obamacare', 'here', 'until', 'congress', 'is', 'ready', 'vp', 'mike', 'pence', 'noted', 'that', 'congress', 'just', 'cant', 'get', 'their', 'act', 'together', 'and', 'was', 'not', 'ready', 'to', 'repeal', 'obamacare', 'pence', 'with', 'atypical', 'wit', 'noted', 'that', 'perhaps', 'congress', 'needed', 'the', 'mafia', 'or', 'some', 'other', 'strong', 'armed', 'approach', 'to', 'get', 'it', 'together', 'and', 'repeal', 'the', 'law', 'which', 'is', 'unpopular', 'with', 'so', 'many', 'republican', 'constituents', 'pence', 'noted', 'that', 'his', 'boss', 'trump', 'had', 'worked', 'through', 'the', 'night', 'and', 'without', 'respite', 'at', 'whipping', 'congress', 'votes', 'but', 'it', 'was', 'to', 'no', 'avail']",0
"['trumps', 'next', 'legislative', 'target', 'tax', 'reform', 'while', 'he', 'may', 'have', 'failed', 'at', 'least', 'for', 'now', 'on', 'his', 'promise', 'to', 'repeal', 'and', 'replace', 'obamacare', 'president', 'donald', 'trump', 'reassured', 'the', 'country', 'that', 'the', 'fight', 'wasnt', 'over', 'a', 'statement', 'echoed', 'by', 'vice', 'president', 'mike', 'pence', 'he', 'went', 'on', 'to', 'spell', 'out', 'his', 'next', 'goal', 'eliminating', 'the', 'federal', 'income', 'tax', 'great', 'people', 'work', 'really', 'hard', 'and', 'lose', 'a', 'lot', 'of', 'money', 'to', 'a', 'dysfunctional', 'government', 'that', 'spends', 'too', 'much', 'money', 'said', 'trump', 'in', 'a', 'series', 'of', 'tweets', 'it', 'isnt', '1913', 'anymore', 'lets', 'eliminate', 'the', 'federal', 'income', 'tax', 'and', 'let', 'people', 'spend', 'the', 'money', 'they', 'earn', 'to', 'make', 'america', 'great', 'again']",0
"['schumer', 'trump', 'total', 'health', 'care', 'buffoon', 'senator', 'chuck', 'schumer', 'dny', 'had', 'a', 'scathing', 'criticism', 'for', 'president', 'trump', 'following', 'the', 'debacle', 'regarding', 'the', 'gops', 'failed', 'repeal', 'and', 'replace', 'of', 'obamacare', 'he', 'doesnt', 'get', 'it', 'senate', 'minority', 'leader', 'schumer', 'remarked', 'he', 'just', 'totally', 'does', 'not', 'get', 'it', 'does', 'not', 'get', 'what', 'obamacare', 'meant', 'to', 'do', 'and', 'all', 'the', 'great', 'things', 'it', 'has', 'provided', 'for', 'the', 'american', 'people', 'this', 'guy', 'is', 'out', 'of', 'touch', 'senator', 'schumer', 'one', 'of', 'trumps', 'most', 'vocal', 'critics', 'continues', 'to', 'note', 'that', 'he', 'as', 'well', 'as', 'his', 'democrat', 'constituent', 'are', 'interested', 'in', 'fixing', 'the', 'parts', 'of', 'the', 'affordable', 'care', 'act', 'that', 'can', 'be', 'improved', 'but', 'in', 'general', 'want', 'to', 'keep', 'the', 'bill']",0
"['presided', 'trump', 'pretends', 'to', 'be', 'a', 'worker', 'bee', 'president', 'trump', 'agreed', 'to', 'participate', 'in', 'the', 'undercover', 'boss', 'discovery', 'mission', 'trump', 'who', 'i', 'words', 'a', 'i', 'love', 'americabutton', 'on', 'his', 'shirt', 'went', 'undercover', 'to', 'see', 'what', 'people', 'really', 'say', 'about', 'him', 'he', 'tried', 'his', 'best', 'to', 'emulate', 'a', 'regular', 'working', 'class', 'person', 'he', 'ate', 'lunch', 'at', 'the', 'cafeteria', 'with', 'others', 'used', 'the', 'urinal', 'and', 'even', 'had', 'beer', 'at', 'a', 'newfound', 'friends', 'home', 'after', 'shortly', 'being', 'discovered', 'trump', 'met', 'with', 'the', 'whole', 'company', 'and', 'provided', 'free', 'outside', 'lumnch', 'for', 'the', 'month', 'exclaiming', 'he', 'couldnt', 'believe', 'they', 'ate', 'that', 'type', 'of', 'food']",0
"['trump', 'calls', 'democrats', 'smarter', 'than', 'his', 'party', 'the', 'american', 'health', 'care', 'act', 'was', 'pulled', 'from', 'an', 'anticipated', 'vote', 'after', 'it', 'was', 'obvious', 'to', 'president', 'trump', 'and', 'his', 'big', 'brain', 'that', 'he', 'actually', 'prefers', 'the', 'obamacare', 'democrats', 'seemed', 'shocked', 'but', 'are', 'quickly', 'reminded', 'of', 'the', 'friendly', 'relationship', 'between', 'trump', 'and', 'obama', 'in', 'recent', 'weeks', 'the', 'president', 'says', 'that', 'he', 'speaks', 'with', 'former', 'president', 'obama', 'all', 'the', 'time', 'and', 'that', 'they', 'play', 'golf', 'together', 'regularly', 'secret', 'recording', 'show', 'trump', 'saying', 'that', 'medical', 'care', 'for', 'americans', 'is', 'left', 'for', 'the', 'democrats', 'to', 'decide', 'because', 'he', 'doesnt', 'personally', 'relate', 'to', 'poor', 'people']",0
"['state', 'department', 'relaxes', 'travel', 'restrictions', 'for', 'certain', 'foreigners', 'washington', 'cnn', 'secretary', 'of', 'state', 'rex', 'tillerson', 'sent', 'out', 'a', 'memorandum', 'today', 'to', 'various', 'worldwide', 'embassies', 'directing', 'them', 'to', 'ease', 'restrictions', 'on', 'foreigners', 'ability', 'to', 'travel', 'specifically', 'they', 'have', 'been', 'asked', 'to', 'cease', 'the', 'screening', 'of', 'applicants', 'social', 'media', 'accounts', 'and', 'limit', 'background', 'checks', 'to', 'include', 'known', 'terrorists', 'this', 'action', 'seems', 'to', 'be', 'in', 'direct', 'violation', 'of', 'president', 'donalds', 'trump', 'executive', 'order', 'restricting', 'travel', 'from', 'most', 'muslim', 'countries', 'which', 'he', 'signed', 'on', 'march', '6', 'the', 'memorandum', 'marked', 'sensitive', 'but', 'not', 'classified', 'was', 'leaked', 'to', 'the', 'media', 'by', 'sources', 'close', 'to', 'the', 'state', 'department', 'more', 'information', 'will', 'be', 'posted', 'as', 'it', 'becomes', 'available']",0
"['women', 'arrested', 'three', 'times', 'is', 'melania', 'trump', 'cnn', 'a', 'lady', 'resembling', 'presidents', 'trumps', 'wife', 'was', 'arrested', 'on', 'multiple', 'occasions', 'when', 'she', 'was', 'discovered', 'without', 'her', 'makeup', 'on', 'the', 'us', 'secret', 'service', 'near', 'the', 'south', 'grounds', 'of', 'the', 'us', 'treasury', 'building', 'was', 'alerted', 'to', 'a', 'women', 'who', 'looked', 'like', 'the', 'presidents', 'wife', 'running', 'away', 'from', 'the', 'house', 'it', 'didnt', 'take', 'long', 'for', 'the', 'washington', 'metropolitan', 'police', 'department', 'spokesman', 'to', 'announce', 'that', 'it', 'was', 'melania', 'again', 'and', 'they', 'escorted', 'her', 'back', 'to', 'her', 'husband', 'without', 'incident']",0
"['melania', 'trump', 'women', 'first', 'only', 'in', 'washington', 'first', 'lady', 'melania', 'trump', 'third', 'wife', 'to', 'donald', 'trump', 'us', 'president', 'spoke', 'about', 'equality', 'and', 'freedom', 'for', 'women', 'at', 'the', 'international', 'womens', 'day', 'luncheon', 'at', 'the', 'white', 'house', 'the', 'inviteonly', 'luncheon', 'was', 'filled', 'with', 'high', 'society', 'women', 'who', 'seemed', 'receptive', 'to', 'what', 'melania', 'had', 'to', 'say', 'melania', 'noted', 'as', 'an', 'immigrant', 'woman', 'i', 'know', 'the', 'challenges', 'and', 'hardships', 'that', 'all', 'women', 'make', 'those', 'from', 'america', 'and', 'those', 'not', 'she', 'went', 'on', 'to', 'note', 'that', 'womens', 'issues', 'will', 'be', 'an', 'important', 'topic', 'she', 'addresses', 'while', 'first', 'lady']",0
"['hillary', 'clinton', 'the', 'debate', 'tormentor', 'hillary', 'clinton', 'democratic', 'vice', 'presidential', 'nominee', 'spent', 'much', 'of', 'the', 'last', 'debate', 'interrupting', 'her', 'republican', 'opponent', 'businessman', 'donald', 'trump', 'hillary', 'mocked', 'trump', 'and', 'often', 'tried', 'to', 'translate', 'things', 'he', 'had', 'said', 'her', 'translations', 'which', 'have', 'taken', 'across', 'twitter', 'as', 'mansplainings', 'included', 'teasing', 'trump', 'for', 'the', 'size', 'of', 'his', 'towers', 'which', 'she', 'noted', 'were', 'made', 'with', 'chinese', 'steel', 'which', 'stays', 'harder', 'than', 'donalds', 'american', 'steel', 'she', 'also', 'made', 'suggestive', 'remarks', 'regarding', 'trump', 'and', 'vladimir', 'putins', 'relationships', 'together', 'commenting', 'maybe', 'you', 'two', 'are', 'more', 'than', 'just', 'friends']",0
"['moderator', 'chris', 'wallace', 'sat', 'horrified', 'at', 'wednesday', 'nights', 'debate', 'between', 'clinton', 'and', 'trump', 'despite', 'clintons', 'bleeding', 'heart', 'blow', 'hard', 'style', 'she', 'was', 'unable', 'to', 'solidify', 'the', 'yet', 'undecided', 'voter', 'questions', 'that', 'were', 'taken', 'from', 'the', 'audience', 'prior', 'to', 'the', 'town', 'hall', 'style', 'debate', 'where', 'peppered', 'with', 'several', 'topics', 'including', 'healthcare', 'her', 'inaction', 'in', 'regards', 'to', 'benghazi', 'and', 'leaked', 'emails', 'clinton', 'became', 'visibly', 'frustrated', 'when', 'questioned', 'as', 'to', 'whether', 'or', 'not', 'she', 'would', 'dismantled', 'nafta', 'but', 'donald', 'was', 'not', 'without', 'his', 'own', 'issues', 'when', 'asked', 'what', 'kind', 'of', 'dog', 'he', 'would', 'have', 'in', 'the', 'white', 'house', 'if', 'elected', 'he', 'said', 'he', 'and', 'the', 'first', 'family', 'would', 'put', 'it', 'to', 'a', 'vote', 'but', 'he', 'didnt', 'know', 'if', 'he', 'would', 'accept', 'the', 'results', 'if', 'the', 'vote', 'was', 'rigged', 'against', 'him', 'he', 'prefers', 'pit', 'bulls']",0
"['pres', 'trump', 'declares', 'that', 'he', 'is', 'moving', 'white', 'house', 'washington', 'cnnattorney', 'general', 'jeff', 'sessions', 'has', 'declared', 'that', 'president', 'trump', 'has', 'decided', 'to', 'move', 'the', 'white', 'house', 'to', 'a', 'sanctuary', 'city', 'he', 'stated', 'that', 'the', 'president', 'has', 'decided', 'to', 'reside', 'inside', 'of', 'a', 'sanctuary', 'city', 'in', 'an', 'effort', 'to', 'drive', 'out', 'illegal', 'aliens', 'he', 'said', 'he', 'will', 'tour', 'the', 'united', 'states', 'including', 'los', 'angeles', 'chicago', 'and', 'philadelphia', 'in', 'order', 'to', 'decide', 'which', 'location', 'will', 'be', 'the', 'best', 'place', 'to', 'relocate', 'the', 'white', 'house', 'nancy', 'pelosi', 'has', 'begun', 'to', 'build', 'a', 'wall', 'around', 'san', 'francisco', 'with', 'her', 'own', 'funds', 'and', 'thousands', 'of', 'volunteers', 'the', 'wall', 'will', 'be', 'called', 'oh', 'no', 'and', 'is', 'scheduled', 'to', 'be', 'completed', 'this', 'week']",0
"['clinton', 'encourages', 'followers', 'to', 'embrace', 'a', 'trump', 'presidency', 'hillary', 'clinton', 'conceded', 'her', 'loss', 'graciously', 'on', 'wednesday', 'by', 'applauding', 'donald', 'trump', 'for', 'his', 'victory', 'and', 'encouraging', 'the', 'american', 'public', 'to', 'embrace', 'his', 'leadership', 'wholeheartedly', 'clinton', 'told', 'an', 'attentive', 'crowd', 'donald', 'trump', 'is', 'going', 'to', 'be', 'our', 'president', 'i', 'hope', 'that', 'he', 'will', 'be', 'a', 'successful', 'president', 'for', 'all', 'americans', 'this', 'acceptance', 'of', 'her', 'opponents', 'victory', 'was', 'met', 'by', 'the', 'roar', 'of', 'applause', 'clinton', 'continued', 'i', 'still', 'believe', 'in', 'america', 'and', 'always', 'will', 'and', 'if', 'you', 'do', 'then', 'we', 'must', 'accept', 'this', 'outcome', 'this', 'statement', 'by', 'clinton', 'brings', 'an', 'end', 'to', 'her', 'oftentumultuous', 'election', 'campaign', 'and', 'shows', 'that', 'true', 'to', 'his', 'words', 'trump', 'is', 'already', 'proving', 'to', 'be', 'a', 'unifying', 'force', 'in', 'american', 'politics']",0
"['neil', 'degrasse', 'tyson', 'praises', 'trump', 'on', 'budget', 'plan', 'astrophysicist', 'neil', 'degrasse', 'tyson', 'praise', 'donald', 'trump', 'on', 'his', 'budget', 'plans', 'that', 'include', 'sending', 'man', 'to', 'the', 'moon', 'again', 'in', '2019', 'and', 'to', 'the', 'largescale', 'economic', 'development', 'of', 'space', 'the', 'fastest', 'way', 'to', 'make', 'america', 'great', 'again', 'set', 'a', 'goal', 'to', 'return', 'to', 'the', 'moon', 'he', 'tweeted', 'in', 'praise', 'of', 'the', 'president', 'the', 'fastest', 'way', 'to', 'make', 'america', 'great', 'again', 'commit', 'to', 'a', 'bold', 'plan', 'to', 'the', 'business', 'of', 'space', 'development']",0
"['melania', 'trump', 'hires', 'angelina', 'jolie', 'as', 'her', 'communications', 'director', 'first', 'lady', 'melania', 'trump', 'has', 'hired', 'a', 'well', 'known', 'actress', 'and', 'advocate', 'for', 'human', 'rights', 'as', 'a', 'member', 'of', 'her', 'white', 'house', 'communications', 'staff', 'for', 'her', 'east', 'wing', 'team', 'actress', 'angelia', 'jolie', 'will', 'serve', 'as', 'communications', 'director', 'for', 'the', 'first', 'lady', 'the', 'white', 'house', 'announced', 'this', 'monday', 'jolie', 'has', 'been', 'an', 'international', 'advocate', 'of', 'human', 'rights', 'and', 'childrens', 'issues', 'in', 'addition', 'to', 'her', 'well', 'known', 'roles', 'as', 'an', 'actress', 'it', 'gives', 'us', 'great', 'pleasure', 'to', 'hire', 'angelina', 'in', 'this', 'new', 'role', 'remarked', 'president', 'donald', 'trump', 'i', 'know', 'angelina', 'will', 'do', 'a', 'good', 'job', 'communicating', 'everything', 'that', 'comes', 'out', 'of', 'the', 'office', 'of', 'the', 'first', 'lady', 'who', 'is', 'doing', 'a', 'tremendous', 'job', 'by', 'the', 'way', 'remarked', 'trump', 'jolie', 'is', 'well', 'known', 'for', 'her', 'acting', 'and', 'humanitarian', 'efforts', 'but', 'recently', 'has', 'been', 'in', 'the', 'news', 'because', 'of', 'a', 'split', 'with', 'her', 'husband', 'brad', 'pitt']",0
"['first', 'on', 'cnn', 'border', 'wall', 'will', 'cost', 'much', 'less', 'than', 'anticipated', 'due', 'to', 'cheap', 'labor', 'washington', 'cnn', 'the', 'trump', 'administration', 'has', 'asked', 'for', 'just', '1', 'million', 'of', 'funding', 'to', 'cover', 'the', 'first', '62', 'miles', 'of', 'border', 'wall', 'this', 'first', 'section', 'includes', 'replacing', 'some', 'existing', 'fencing', 'that', 'is', 'deteriorating', 'justification', 'documents', 'from', 'the', 'department', 'of', 'homeland', 'security', 'specify', 'the', 'exact', 'area', 'covered', 'by', 'the', 'first', 'wall', 'and', 'also', 'specifies', 'the', 'use', 'of', 'undocumented', 'immigrant', 'labor', 'to', 'accomplish', 'the', 'task', 'the', 'president', 'realizes', 'that', 'he', 'cant', 'just', 'round', 'up', 'and', 'deport', 'every', 'undocumented', 'immigrant', 'in', 'the', 'country', 'said', 'press', 'secretary', 'sean', 'spicer', 'during', 'his', 'daily', 'address', 'so', 'instead', 'he', 'is', 'putting', 'them', 'to', 'work', 'they', 'get', 'an', 'income', 'and', 'we', 'get', 'a', 'wall', 'its', 'a', 'winwin', 'for', 'everybody', 'spicer', 'said']",0
"['ellison', 'democrats', 'gloating', 'over', 'republican', 'misfortunes', 'washington', 'cnn', 'democratic', 'lawmakers', 'say', 'they', 'are', 'gloating', 'over', 'their', 'republican', 'counterparts', 'failure', 'to', 'repeal', 'obamacare', 'rep', 'keith', 'ellison', 'said', 'monday', 'speaking', 'on', 'cnns', 'new', 'day', 'with', 'chris', 'cuomo', 'the', 'minnesota', 'democrat', 'and', 'deputy', 'chairman', 'of', 'the', 'democratic', 'national', 'committee', 'said', 'he', 'and', 'his', 'party', 'find', 'it', 'hilarious', 'that', 'republicans', 'still', 'expect', 'them', 'to', 'cooperate', 'on', 'issues', 'like', 'drug', 'prices', 'infrastructure', 'and', 'tax', 'reform', 'if', 'the', 'republicans', 'are', 'finally', 'forced', 'to', 'acknowledge', 'that', 'they', 'are', 'bamboozling', 'the', 'american', 'people', 'and', 'that', 'their', 'leader', 'is', 'a', 'psychopathic', 'clown', 'who', 'makes', 'cooperation', 'of', 'any', 'kind', 'impossible', 'i', 'think', 'thats', 'a', 'good', 'thing', 'ellison', 'said']",0
"['us', 'says', 'no', 'to', 'un', 'nuke', 'ban', 'a', 'boycott', 'of', 'the', 'united', 'nations', 'is', 'being', 'led', 'by', 'un', 'ambassador', 'nikki', 'haley', 'the', 'us', 'and', 'almost', '40', 'other', 'nations', 'refuse', 'to', 'participate', 'in', 'discussions', 'on', 'an', 'international', 'treaty', 'to', 'ban', 'nuclear', 'weapons', 'haley', 'noted', 'that', 'as', 'americans', 'we', 'can', 'not', 'and', 'will', 'not', 'give', 'up', 'the', 'weapons', 'that', 'keep', 'us', 'safe', 'and', 'keep', 'our', 'borders', 'secure', 'president', 'trump', 'who', 'appointed', 'haley', 'remarked', 'on', 'the', 'matter', 'as', 'well', 'nuclear', 'weapons', 'are', 'a', 'great', 'great', 'deterrent', 'for', 'the', 'bad', 'guys', 'no', 'way', 'well', 'not', 'have', 'them', 'no', 'way']",0
"['cnn', 'washington', 'intelligence', 'has', 'learned', 'through', 'very', 'credible', 'sources', 'that', 'the', 'russians', 'have', 'perfected', 'ways', 'to', 'control', 'president', 'trump', 'through', 'electronic', 'devices', 'they', 'are', 'small', 'battery', 'packs', 'that', 'can', 'be', 'slipped', 'into', 'his', 'suit', 'pockets', 'or', 'even', 'as', 'small', 'as', 'a', 'hearing', 'aid', 'or', 'a', 'watch', 'battery', 'that', 'can', 'be', 'placed', 'almost', 'anywhere', 'they', 'are', 'using', 'electronic', 'signals', 'that', 'have', 'subliminal', 'messages', 'that', 'only', 'the', 'president', 'can', 'hear', 'their', 'agenda', 'is', 'clear', 'and', 'the', 'cia', 'and', 'fbi', 'are', 'monitoring', 'this', 'situation', 'we', 'do', 'know', 'that', 'jarred', 'kushner', 'and', 'ivanka', 'are', 'secret', 'operatives', 'and', 'are', 'helping', 'to', 'carry', 'this', 'through']",0
"['fbi', 'investigates', 'computer', 'link', 'between', 'trump', 'and', 'clinton', 'cnnfederal', 'investigators', 'and', 'computer', 'scientists', 'are', 'still', 'trying', 'to', 'figure', 'out', 'why', 'donald', 'trump', 'was', 'secretly', 'emailing', 'bill', 'clinton', 'the', 'fbi', 'had', 'named', 'the', 'secret', 'mission', 'russia', 'which', 'stood', 'for', 'r', 'u', 'sure', 'secret', 'isnt', 'affection', 'the', 'suspicious', 'emails', 'back', 'and', 'forth', 'from', 'the', 'former', 'president', 'clinton', 'and', 'current', 'prestrump', 'are', 'still', 'being', 'investigated', 'and', 'analyzed', 'official', 'have', 'said', 'that', 'both', 'men', 'love', 'their', 'wives', 'and', 'would', 'never', 'talk', 'about', 'trading', 'wives', 'the', 'statement', 'just', 'raised', 'a', 'frenzy', 'of', 'questions', 'the', 'odd', 'exchange', 'is', 'under', 'scrutiny', 'and', 'has', 'the', 'fbi', 'working', 'overtime']",0
"['in', 'second', 'debate', 'donald', 'trump', 'and', 'hillary', 'clinton', 'spar', 'clinton', 'faints', 'under', 'withering', 'attacks', 'hillary', 'clinton', 'and', 'donald', 'trump', 'clashed', 'in', 'the', 'final', 'presidential', 'debate', 'for', '90', 'minutes', 'on', 'sunday', 'night', 'in', 'a', 'withering', 'back', 'and', 'forth', 'that', 'made', 'onlookers', 'blush', 'mr', 'trump', 'was', 'initially', 'assaulted', 'over', 'the', 'recent', 'leak', 'of', 'a', 'tape', 'where', 'he', 'was', 'heard', 'making', 'sexually', 'disparaging', 'remarks', 'about', 'women', 'in', 'an', 'attempted', 'turn', 'around', 'donald', 'trump', 'accused', 'mrs', 'clinton', 'of', 'a', 'pattern', 'of', 'sex', 'crime', 'cover', 'ups', 'for', 'her', 'husband', 'bill', 'clinton', 'trump', 'placed', 'three', 'of', 'mr', 'clintons', 'accusers', 'in', 'the', 'audience', 'to', 'stare', 'down', 'mrs', 'clinton', 'overcome', 'in', 'the', 'moment', 'mrs', 'clinton', 'appeared', 'pale', 'and', 'slumped', 'behind', 'the', 'podium', 'rushing', 'on', 'stage', 'secret', 'service', 'agents', 'tried', 'frantically', 'to', 'stabilize', 'the', 'situation', 'before', 'paramedics', 'were', 'called', 'in', 'transported', 'to', 'a', 'local', 'hospital', 'mrs', 'clinton', 'seems', 'to', 'be', 'recovering', 'nicely', 'according', 'to', 'a', 'hospital', 'spokesmen']",0
